,Original Molecule,Parsed Molecule,Link,Result Type,CAS,Deprecated CAS,Compound/Substance,Depositor Synonym List,Regular Synonym List,Synonym?
700,,,,,,,,YES,YES,YES
701,,,,,,,,YES,YES,YES
702,,,,,,,,YES,YES,YES
703,,,,,,,,YES,YES,YES
704,,,,,,,,YES,YES,YES
705,,,,,,,,YES,YES,YES
706,,,,,,,,MISSING,YES,YES
707,,,,,,,,YES,YES,YES
708,,,,,,,,YES,YES,YES
709,,,,,,,,MISSING,YES,YES
710,,,,,,,,NO,MISSING,NO
711,,,,,,,,YES,YES,YES
712,,,,,,,,YES,YES,YES
713,,,,,,,,MISSING,YES,YES
714,,,,,,,,MISSING,YES,YES
715,,,,,,,,YES,YES,YES
716,,,,,,,,YES,YES,YES
717,,,,,,,,YES,YES,YES
718,,,,,,,,YES,YES,YES
719,,,,,,,,YES,YES,YES
720,,,,,,,,YES,YES,YES
721,,,,,,,,YES,YES,YES
722,,,,,,,,YES,YES,YES
723,,,,,,,,MISSING,YES,YES
724,,,,,,,,MISSING,YES,YES
725,,,,,,,,YES,YES,YES
726,,,,,,,,YES,YES,YES
727,,,,,,,,YES,YES,YES
728,,,,,,,,YES,YES,YES
729,,,,,,,,NO,MISSING,NO
730,,,,,,,,YES,YES,YES
731,,,,,,,,YES,YES,YES
732,,,,,,,,YES,YES,YES
733,,,,,,,,YES,YES,YES
734,,,,,,,,MISSING,MISSING,NO
735,,,,,,,,YES,YES,YES
736,,,,,,,,YES,YES,YES
737,,,,,,,,YES,YES,YES
738,,,,,,,,YES,YES,YES
739,,,,,,,,YES,YES,YES
740,,,,,,,,YES,YES,YES
741,,,,,,,,YES,YES,YES
742,,,,,,,,YES,YES,YES
743,,,,,,,,YES,YES,YES
744,,,,,,,,MISSING,YES,YES
745,,,,,,,,MISSING,YES,YES
746,,,,,,,,MISSING,YES,YES
747,,,,,,,,NO,NO,NO
748,,,,,,,,MISSING,MISSING,NO
749,,,,,,,,YES,YES,YES
750,,,,,,,,MISSING,MISSING,NO
751,,,,,,,,MISSING,MISSING,NO
752,,,,,,,,MISSING,YES,YES
753,,,,,,,,MISSING,YES,YES
754,,,,,,,,YES,YES,YES
755,,,,,,,,YES,YES,YES
756,,,,,,,,YES,YES,YES
757,,,,,,,,YES,YES,YES
758,,,,,,,,YES,YES,YES
759,,,,,,,,YES,YES,YES
760,,,,,,,,YES,YES,YES
761,,,,,,,,YES,YES,YES
762,,,,,,,,YES,YES,YES
763,,,,,,,,YES,YES,YES
764,,,,,,,,YES,YES,YES
765,,,,,,,,YES,YES,YES
766,,,,,,,,YES,YES,YES
767,,,,,,,,YES,YES,YES
768,,,,,,,,YES,YES,YES
769,,,,,,,,YES,YES,YES
770,,,,,,,,YES,YES,YES
771,,,,,,,,YES,YES,YES
772,,,,,,,,YES,YES,YES
773,,,,,,,,YES,YES,YES
774,,,,,,,,YES,YES,YES
775,,,,,,,,MISSING,YES,YES
776,,,,,,,,YES,YES,YES
777,,,,,,,,YES,YES,YES
778,,,,,,,,YES,YES,YES
779,,,,,,,,YES,YES,YES
780,,,,,,,,MISSING,MISSING,NO
781,,,,,,,,YES,YES,YES
782,,,,,,,,YES,YES,YES
783,,,,,,,,YES,YES,YES
784,,,,,,,,YES,YES,YES
785,,,,,,,,YES,YES,YES
786,,,,,,,,YES,YES,YES
787,,,,,,,,YES,YES,YES
788,,,,,,,,YES,YES,YES
789,,,,,,,,YES,YES,YES
790,,,,,,,,YES,YES,YES
791,,,,,,,,YES,YES,YES
792,,,,,,,,YES,YES,YES
793,,,,,,,,YES,YES,YES
794,,,,,,,,YES,YES,YES
795,,,,,,,,YES,YES,YES
796,,,,,,,,YES,YES,YES
797,,,,,,,,YES,YES,YES
798,,,,,,,,YES,YES,YES
799,,,,,,,,YES,YES,YES
800,,,,,,,,YES,YES,YES
801,,,,,,,,YES,YES,YES
802,,,,,,,,YES,YES,YES
803,,,,,,,,YES,YES,YES
804,,,,,,,,YES,YES,YES
805,,,,,,,,NO,MISSING,NO
806,,,,,,,,YES,YES,YES
807,,,,,,,,YES,YES,YES
808,,,,,,,,YES,YES,YES
809,,,,,,,,YES,YES,YES
810,,,,,,,,YES,YES,YES
811,,,,,,,,NO,NO,NO
812,,,,,,,,YES,YES,YES
813,,,,,,,,YES,YES,YES
814,,,,,,,,YES,YES,YES
815,,,,,,,,YES,YES,YES
816,,,,,,,,YES,YES,YES
817,,,,,,,,YES,YES,YES
818,,,,,,,,YES,YES,YES
819,,,,,,,,YES,YES,YES
820,,,,,,,,YES,YES,YES
821,,,,,,,,MISSING,YES,YES
822,,,,,,,,NO,MISSING,NO
823,,,,,,,,YES,YES,YES
824,,,,,,,,YES,YES,YES
825,,,,,,,,YES,YES,YES
826,,,,,,,,YES,YES,YES
827,,,,,,,,YES,YES,YES
828,,,,,,,,YES,YES,YES
829,,,,,,,,YES,YES,YES
830,,,,,,,,MISSING,YES,YES
831,,,,,,,,YES,YES,YES
832,,,,,,,,YES,YES,YES
833,,,,,,,,MISSING,MISSING,NO
834,,,,,,,,YES,YES,YES
835,,,,,,,,NO,NO,NO
836,,,,,,,,YES,YES,YES
837,,,,,,,,YES,YES,YES
838,,,,,,,,MISSING,MISSING,NO
839,,,,,,,,YES,YES,YES
840,,,,,,,,YES,YES,YES
841,,,,,,,,YES,YES,YES
842,,,,,,,,YES,YES,YES
843,,,,,,,,YES,YES,YES
844,,,,,,,,YES,YES,YES
845,,,,,,,,YES,YES,YES
846,,,,,,,,YES,YES,YES
847,,,,,,,,NO,NO,NO
848,,,,,,,,YES,YES,YES
849,,,,,,,,MISSING,YES,YES
850,,,,,,,,YES,YES,YES
851,,,,,,,,YES,YES,YES
852,,,,,,,,YES,YES,YES
853,,,,,,,,YES,YES,YES
854,,,,,,,,YES,YES,YES
855,,,,,,,,YES,YES,YES
856,,,,,,,,YES,YES,YES
857,,,,,,,,YES,YES,YES
858,,,,,,,,MISSING,YES,YES
859,,,,,,,,YES,YES,YES
860,,,,,,,,YES,YES,YES
861,,,,,,,,YES,YES,YES
862,,,,,,,,YES,YES,YES
863,,,,,,,,YES,YES,YES
864,,,,,,,,YES,YES,YES
865,,,,,,,,YES,YES,YES
866,,,,,,,,YES,YES,YES
867,,,,,,,,YES,YES,YES
868,,,,,,,,MISSING,MISSING,NO
869,,,,,,,,NO,MISSING,NO
870,,,,,,,,MISSING,MISSING,NO
871,,,,,,,,MISSING,YES,YES
872,,,,,,,,YES,YES,YES
873,,,,,,,,YES,YES,YES
874,,,,,,,,YES,YES,YES
875,,,,,,,,MISSING,YES,YES
876,,,,,,,,YES,YES,YES
877,,,,,,,,YES,YES,YES
878,,,,,,,,YES,YES,YES
879,,,,,,,,MISSING,YES,YES
880,,,,,,,,YES,YES,YES
881,,,,,,,,MISSING,YES,YES
882,,,,,,,,MISSING,YES,YES
883,,,,,,,,YES,YES,YES
884,,,,,,,,YES,YES,YES
885,,,,,,,,YES,YES,YES
886,,,,,,,,MISSING,MISSING,NO
887,,,,,,,,MISSING,YES,YES
888,,,,,,,,MISSING,YES,YES
889,,,,,,,,MISSING,YES,YES
890,,,,,,,,YES,YES,YES
891,,,,,,,,YES,YES,YES
892,,,,,,,,MISSING,YES,YES
893,,,,,,,,YES,YES,YES
894,,,,,,,,YES,YES,YES
895,,,,,,,,YES,YES,YES
896,,,,,,,,YES,YES,YES
897,,,,,,,,MISSING,YES,YES
898,,,,,,,,YES,YES,YES
899,,,,,,,,YES,YES,YES
900,,,,,,,,YES,YES,YES
901,,,,,,,,MISSING,YES,YES
902,,,,,,,,MISSING,YES,YES
903,,,,,,,,MISSING,YES,YES
904,,,,,,,,YES,YES,YES
905,,,,,,,,MISSING,YES,YES
906,,,,,,,,YES,YES,YES
907,,,,,,,,YES,YES,YES
908,,,,,,,,MISSING,MISSING,NO
909,,,,,,,,NO,NO,NO
910,,,,,,,,YES,YES,YES
911,,,,,,,,MISSING,YES,YES
912,,,,,,,,NO,MISSING,NO
913,,,,,,,,YES,YES,YES
914,,,,,,,,MISSING,YES,YES
915,,,,,,,,MISSING,YES,YES
916,,,,,,,,MISSING,YES,YES
917,,,,,,,,YES,YES,YES
918,,,,,,,,YES,YES,YES
919,,,,,,,,MISSING,YES,YES
920,,,,,,,,YES,YES,YES
921,,,,,,,,MISSING,YES,YES
922,,,,,,,,NO,NO,NO
923,,,,,,,,YES,YES,YES
924,,,,,,,,YES,YES,YES
925,,,,,,,,YES,YES,YES
926,,,,,,,,YES,YES,YES
927,,,,,,,,YES,YES,YES
928,,,,,,,,YES,YES,YES
929,,,,,,,,YES,YES,YES
930,,,,,,,,YES,YES,YES
931,,,,,,,,YES,YES,YES
932,,,,,,,,YES,YES,YES
933,,,,,,,,MISSING,YES,YES
934,,,,,,,,YES,YES,YES
935,,,,,,,,YES,YES,YES
936,,,,,,,,YES,YES,YES
937,,,,,,,,YES,YES,YES
938,,,,,,,,YES,YES,YES
939,,,,,,,,NO,MISSING,NO
940,,,,,,,,NO,MISSING,NO
941,,,,,,,,YES,YES,YES
942,,,,,,,,YES,YES,YES
943,,,,,,,,NO,MISSING,NO
944,,,,,,,,YES,YES,YES
945,,,,,,,,YES,YES,YES
946,,,,,,,,YES,YES,YES
947,,,,,,,,YES,YES,YES
948,,,,,,,,MISSING,YES,YES
949,,,,,,,,YES,YES,YES
950,,,,,,,,YES,YES,YES
951,,,,,,,,YES,YES,YES
952,,,,,,,,NO,MISSING,NO
953,,,,,,,,YES,YES,YES
954,,,,,,,,MISSING,YES,YES
955,,,,,,,,NO,MISSING,NO
956,,,,,,,,MISSING,YES,YES
957,,,,,,,,MISSING,YES,YES
958,,,,,,,,YES,YES,YES
959,,,,,,,,YES,YES,YES
960,,,,,,,,YES,YES,YES
961,,,,,,,,YES,YES,YES
962,,,,,,,,NO,MISSING,NO
963,,,,,,,,YES,YES,YES
964,,,,,,,,YES,YES,YES
965,,,,,,,,YES,YES,YES
966,,,,,,,,YES,YES,YES
967,,,,,,,,YES,YES,YES
968,,,,,,,,YES,YES,YES
969,,,,,,,,YES,YES,YES
970,,,,,,,,YES,YES,YES
971,,,,,,,,YES,YES,YES
972,,,,,,,,YES,YES,YES
973,,,,,,,,YES,YES,YES
974,,,,,,,,YES,YES,YES
975,,,,,,,,YES,YES,YES
976,,,,,,,,YES,YES,YES
977,,,,,,,,NO,NO,NO
978,,,,,,,,MISSING,MISSING,NO
979,,,,,,,,YES,YES,YES
980,,,,,,,,YES,YES,YES
981,,,,,,,,YES,YES,YES
982,,,,,,,,MISSING,YES,YES
983,,,,,,,,YES,YES,YES
984,,,,,,,,MISSING,YES,YES
985,,,,,,,,YES,YES,YES
986,,,,,,,,YES,YES,YES
987,,,,,,,,YES,YES,YES
988,,,,,,,,YES,YES,YES
989,,,,,,,,YES,YES,YES
990,,,,,,,,YES,YES,YES
991,,,,,,,,YES,YES,YES
992,,,,,,,,YES,YES,YES
993,,,,,,,,YES,YES,YES
994,,,,,,,,YES,YES,YES
995,,,,,,,,YES,YES,YES
996,,,,,,,,YES,YES,YES
997,,,,,,,,YES,YES,YES
998,,,,,,,,YES,YES,YES
999,,,,,,,,YES,YES,YES
1000,,,,,,,,YES,YES,YES
1001,,,,,,,,YES,YES,YES
1002,,,,,,,,YES,YES,YES
1003,,,,,,,,YES,YES,YES
1004,,,,,,,,YES,YES,YES
1005,,,,,,,,NO,MISSING,NO
1006,,,,,,,,YES,YES,YES
1007,,,,,,,,MISSING,YES,YES
1008,,,,,,,,NO,MISSING,NO
1009,,,,,,,,NO,MISSING,NO
1010,,,,,,,,NO,MISSING,NO
1011,,,,,,,,NO,MISSING,NO
1012,,,,,,,,MISSING,YES,YES
1013,,,,,,,,NO,MISSING,NO
1014,,,,,,,,MISSING,YES,YES
1015,,,,,,,,YES,YES,YES
1016,,,,,,,,NO,NO,NO
1017,,,,,,,,MISSING,YES,YES
1018,,,,,,,,YES,YES,YES
1019,,,,,,,,MISSING,YES,YES
1020,,,,,,,,MISSING,MISSING,NO
1021,,,,,,,,NO,NO,NO
1022,,,,,,,,MISSING,MISSING,NO
1023,,,,,,,,YES,YES,YES
1024,,,,,,,,YES,YES,YES
1025,,,,,,,,MISSING,MISSING,NO
1026,,,,,,,,NO,NO,NO
1027,,,,,,,,NO,NO,NO
1028,,,,,,,,NO,NO,NO
1029,,,,,,,,MISSING,YES,YES
1030,,,,,,,,MISSING,YES,YES
1031,,,,,,,,MISSING,NO,NO
1032,,,,,,,,NO,NO,NO
1033,,,,,,,,NO,MISSING,NO
1034,,,,,,,,NO,MISSING,NO
1035,,,,,,,,YES,YES,YES
1036,,,,,,,,YES,YES,YES
1037,,,,,,,,YES,YES,YES
1038,,,,,,,,YES,YES,YES
1039,,,,,,,,NO,MISSING,NO
1040,,,,,,,,YES,YES,YES
1041,,,,,,,,MISSING,MISSING,NO
1042,,,,,,,,YES,YES,YES
1043,,,,,,,,YES,YES,YES
1044,,,,,,,,YES,YES,YES
1045,,,,,,,,YES,YES,YES
1046,,,,,,,,YES,YES,YES
1047,,,,,,,,YES,YES,YES
1048,,,,,,,,YES,YES,YES
1049,,,,,,,,YES,YES,YES
1050,,,,,,,,YES,YES,YES
1051,,,,,,,,YES,YES,YES
1052,,,,,,,,YES,YES,YES
1053,,,,,,,,NO,YES,YES
1054,,,,,,,,MISSING,YES,YES
1055,,,,,,,,MISSING,YES,YES
1056,,,,,,,,YES,YES,YES
1057,,,,,,,,YES,YES,YES
1058,,,,,,,,YES,YES,YES
1059,,,,,,,,YES,YES,YES
1060,,,,,,,,MISSING,YES,YES
1061,,,,,,,,YES,YES,YES
1062,,,,,,,,YES,YES,YES
1063,,,,,,,,MISSING,MISSING,NO
1064,,,,,,,,NO,NO,NO
1065,,,,,,,,YES,YES,YES
1066,,,,,,,,YES,YES,YES
1067,,,,,,,,YES,YES,YES
1068,,,,,,,,YES,YES,YES
1069,,,,,,,,YES,YES,YES
1070,,,,,,,,YES,YES,YES
1071,,,,,,,,YES,YES,YES
1072,,,,,,,,YES,YES,YES
1073,,,,,,,,YES,YES,YES
1074,,,,,,,,YES,YES,YES
1075,,,,,,,,YES,YES,YES
1076,,,,,,,,YES,YES,YES
1077,,,,,,,,YES,YES,YES
1078,,,,,,,,YES,YES,YES
1079,,,,,,,,YES,YES,YES
1080,,,,,,,,YES,YES,YES
1081,,,,,,,,YES,YES,YES
1082,,,,,,,,YES,YES,YES
1083,,,,,,,,YES,YES,YES
1084,,,,,,,,YES,YES,YES
1085,,,,,,,,YES,YES,YES
1086,,,,,,,,YES,YES,YES
1087,,,,,,,,YES,YES,YES
1088,,,,,,,,YES,YES,YES
1089,,,,,,,,YES,YES,YES
1090,,,,,,,,YES,YES,YES
1091,,,,,,,,YES,YES,YES
1092,,,,,,,,YES,YES,YES
1093,,,,,,,,YES,YES,YES
1094,,,,,,,,YES,YES,YES
1095,,,,,,,,YES,YES,YES
1096,,,,,,,,NO,MISSING,NO
1097,,,,,,,,YES,YES,YES
1098,,,,,,,,YES,YES,YES
1099,,,,,,,,MISSING,YES,YES
1100,,,,,,,,MISSING,YES,YES
1101,,,,,,,,YES,YES,YES
1102,,,,,,,,NO,YES,YES
1103,,,,,,,,YES,YES,YES
1104,,,,,,,,MISSING,MISSING,NO
1105,,,,,,,,MISSING,MISSING,NO
1106,,,,,,,,YES,YES,YES
1107,,,,,,,,YES,YES,YES
1108,,,,,,,,YES,YES,YES
1109,,,,,,,,NO,MISSING,NO
1110,,,,,,,,YES,YES,YES
1111,,,,,,,,YES,YES,YES
1112,,,,,,,,YES,YES,YES
1113,,,,,,,,YES,YES,YES
1114,,,,,,,,NO,NO,NO
1115,,,,,,,,YES,YES,YES
1116,,,,,,,,YES,YES,YES
1117,,,,,,,,YES,YES,YES
1118,,,,,,,,YES,YES,YES
1119,,,,,,,,MISSING,YES,YES
1120,,,,,,,,NO,MISSING,NO
1121,,,,,,,,NO,MISSING,NO
1122,,,,,,,,MISSING,YES,YES
1123,,,,,,,,YES,YES,YES
1124,,,,,,,,MISSING,MISSING,NO
1125,,,,,,,,YES,YES,YES
1126,,,,,,,,YES,YES,YES
1127,,,,,,,,MISSING,YES,YES
1128,,,,,,,,YES,YES,YES
1129,,,,,,,,NO,MISSING,NO
1130,,,,,,,,YES,YES,YES
1131,,,,,,,,YES,YES,YES
1132,,,,,,,,YES,YES,YES
1133,,,,,,,,YES,YES,YES
1134,,,,,,,,YES,YES,YES
1135,,,,,,,,YES,YES,YES
1136,,,,,,,,YES,YES,YES
1137,,,,,,,,YES,YES,YES
1138,,,,,,,,YES,YES,YES
1139,,,,,,,,YES,YES,YES
1140,,,,,,,,YES,YES,YES
1141,,,,,,,,YES,YES,YES
1142,,,,,,,,YES,YES,YES
1143,,,,,,,,YES,YES,YES
1144,,,,,,,,YES,YES,YES
1145,,,,,,,,YES,YES,YES
1146,,,,,,,,MISSING,YES,YES
1147,,,,,,,,YES,YES,YES
1148,,,,,,,,NO,MISSING,NO
1149,,,,,,,,MISSING,YES,YES
1150,,,,,,,,YES,YES,YES
1151,,,,,,,,YES,YES,YES
1152,,,,,,,,YES,YES,YES
1153,,,,,,,,MISSING,YES,YES
1154,,,,,,,,NO,NO,NO
1155,,,,,,,,NO,NO,NO
1156,,,,,,,,MISSING,NO,NO
1157,,,,,,,,NO,MISSING,NO
1158,,,,,,,,YES,YES,YES
1159,,,,,,,,MISSING,YES,YES
1160,,,,,,,,YES,YES,YES
1161,,,,,,,,MISSING,YES,YES
1162,,,,,,,,MISSING,YES,YES
1163,,,,,,,,YES,YES,YES
1164,,,,,,,,YES,YES,YES
1165,,,,,,,,YES,YES,YES
1166,,,,,,,,MISSING,YES,YES
1167,,,,,,,,NO,NO,NO
1168,,,,,,,,YES,YES,YES
1169,,,,,,,,YES,YES,YES
1170,,,,,,,,NO,MISSING,NO
1171,,,,,,,,MISSING,YES,YES
1172,,,,,,,,MISSING,YES,YES
1173,,,,,,,,YES,YES,YES
1174,,,,,,,,MISSING,YES,YES
1175,,,,,,,,YES,YES,YES
1176,,,,,,,,MISSING,YES,YES
1177,,,,,,,,YES,YES,YES
1178,,,,,,,,YES,YES,YES
1179,,,,,,,,YES,YES,YES
1180,,,,,,,,MISSING,YES,YES
1181,,,,,,,,YES,YES,YES
1182,,,,,,,,YES,YES,YES
1183,,,,,,,,NO,NO,NO
1184,,,,,,,,MISSING,YES,YES
1185,,,,,,,,YES,YES,YES
1186,,,,,,,,YES,YES,YES
1187,,,,,,,,YES,YES,YES
1188,,,,,,,,YES,YES,YES
1189,,,,,,,,NO,NO,NO
1190,,,,,,,,MISSING,MISSING,NO
1191,,,,,,,,YES,YES,YES
1192,,,,,,,,YES,YES,YES
1193,,,,,,,,YES,YES,YES
1194,,,,,,,,YES,YES,YES
1195,,,,,,,,YES,YES,YES
1196,,,,,,,,YES,YES,YES
1197,,,,,,,,YES,YES,YES
1198,,,,,,,,YES,YES,YES
1199,,,,,,,,YES,YES,YES
1200,,,,,,,,YES,YES,YES
1201,,,,,,,,YES,YES,YES
1202,,,,,,,,NO,NO,NO
1203,,,,,,,,YES,YES,YES
1204,,,,,,,,YES,YES,YES
1205,,,,,,,,MISSING,YES,YES
1206,,,,,,,,YES,YES,YES
1207,,,,,,,,YES,YES,YES
1208,,,,,,,,MISSING,YES,YES
1209,,,,,,,,YES,YES,YES
1210,,,,,,,,YES,YES,YES
1211,,,,,,,,MISSING,YES,YES
1212,,,,,,,,YES,YES,YES
1213,,,,,,,,MISSING,YES,YES
1214,,,,,,,,MISSING,YES,YES
1215,,,,,,,,YES,YES,YES
1216,,,,,,,,YES,YES,YES
1217,,,,,,,,NO,MISSING,NO
1218,,,,,,,,NO,MISSING,NO
1219,,,,,,,,YES,YES,YES
1220,,,,,,,,YES,YES,YES
1221,,,,,,,,YES,YES,YES
1222,,,,,,,,YES,YES,YES
1223,,,,,,,,YES,YES,YES
1224,,,,,,,,YES,YES,YES
1225,,,,,,,,YES,YES,YES
1226,,,,,,,,YES,YES,YES
1227,,,,,,,,MISSING,YES,YES
1228,,,,,,,,MISSING,YES,YES
1229,,,,,,,,NO,MISSING,NO
1230,,,,,,,,NO,NO,NO
1231,,,,,,,,YES,YES,YES
1232,,,,,,,,YES,YES,YES
1233,,,,,,,,YES,YES,YES
1234,,,,,,,,YES,YES,YES
1235,,,,,,,,NO,MISSING,NO
1236,,,,,,,,NO,MISSING,NO
1237,,,,,,,,MISSING,MISSING,NO
1238,,,,,,,,NO,MISSING,NO
1239,,,,,,,,MISSING,YES,YES
1240,,,,,,,,NO,MISSING,NO
1241,,,,,,,,NO,NO,NO
1242,,,,,,,,MISSING,YES,YES
1243,,,,,,,,YES,YES,YES
1244,,,,,,,,MISSING,MISSING,NO
1245,,,,,,,,MISSING,YES,YES
1246,,,,,,,,NO,NO,NO
1247,,,,,,,,YES,YES,YES
1248,,,,,,,,YES,YES,YES
1249,,,,,,,,YES,YES,YES
1250,,,,,,,,YES,YES,YES
1251,,,,,,,,MISSING,MISSING,NO
1252,,,,,,,,YES,YES,YES
1253,,,,,,,,MISSING,NO,NO
1254,,,,,,,,YES,YES,YES
1255,,,,,,,,YES,YES,YES
1256,,,,,,,,YES,YES,YES
1257,,,,,,,,YES,YES,YES
1258,,,,,,,,MISSING,YES,YES
1259,,,,,,,,MISSING,MISSING,NO
1260,,,,,,,,MISSING,MISSING,NO
1261,,,,,,,,YES,YES,YES
1262,,,,,,,,MISSING,YES,YES
1263,,,,,,,,NO,MISSING,NO
1264,,,,,,,,NO,MISSING,NO
1265,,,,,,,,YES,YES,YES
1266,,,,,,,,YES,YES,YES
1267,,,,,,,,NO,NO,NO
1268,,,,,,,,YES,YES,YES
1269,,,,,,,,MISSING,YES,YES
1270,,,,,,,,MISSING,YES,YES
1271,,,,,,,,YES,YES,YES
1272,,,,,,,,YES,YES,YES
1273,,,,,,,,NO,MISSING,NO
1274,,,,,,,,YES,YES,YES
1275,,,,,,,,YES,YES,YES
1276,,,,,,,,YES,YES,YES
1277,,,,,,,,MISSING,MISSING,NO
1278,,,,,,,,YES,YES,YES
1279,,,,,,,,YES,YES,YES
1280,,,,,,,,YES,YES,YES
1281,,,,,,,,YES,YES,YES
1282,,,,,,,,MISSING,MISSING,NO
1283,,,,,,,,YES,YES,YES
1284,,,,,,,,YES,YES,YES
1285,,,,,,,,YES,YES,YES
1286,,,,,,,,MISSING,MISSING,NO
1287,,,,,,,,YES,YES,YES
1288,,,,,,,,YES,YES,YES
1289,,,,,,,,YES,YES,YES
1290,,,,,,,,YES,YES,YES
1291,,,,,,,,YES,YES,YES
1292,,,,,,,,YES,YES,YES
1293,,,,,,,,YES,YES,YES
1294,,,,,,,,YES,YES,YES
1295,,,,,,,,YES,YES,YES
1296,,,,,,,,YES,YES,YES
1297,,,,,,,,MISSING,MISSING,NO
1298,,,,,,,,MISSING,YES,YES
1299,,,,,,,,NO,NO,NO
1300,,,,,,,,YES,YES,YES
1301,,,,,,,,YES,YES,YES
1302,,,,,,,,YES,YES,YES
1303,,,,,,,,NO,YES,YES
1304,,,,,,,,NO,MISSING,NO
1305,,,,,,,,MISSING,YES,YES
1306,,,,,,,,YES,YES,YES
1307,,,,,,,,MISSING,YES,YES
1308,,,,,,,,YES,YES,YES
1309,,,,,,,,YES,YES,YES
1310,,,,,,,,YES,YES,YES
1311,,,,,,,,YES,YES,YES
1312,,,,,,,,MISSING,MISSING,NO
1313,,,,,,,,YES,YES,YES
1314,,,,,,,,YES,YES,YES
1315,,,,,,,,MISSING,YES,YES
1316,,,,,,,,YES,YES,YES
1317,,,,,,,,YES,YES,YES
1318,,,,,,,,YES,YES,YES
1319,,,,,,,,MISSING,YES,YES
1320,,,,,,,,YES,YES,YES
1321,,,,,,,,MISSING,YES,YES
1322,,,,,,,,NO,MISSING,NO
1323,,,,,,,,YES,YES,YES
1324,,,,,,,,YES,YES,YES
1325,,,,,,,,YES,YES,YES
1326,,,,,,,,MISSING,YES,YES
1327,,,,,,,,YES,YES,YES
1328,,,,,,,,YES,YES,YES
1329,,,,,,,,YES,YES,YES
1330,,,,,,,,MISSING,MISSING,NO
1331,,,,,,,,NO,MISSING,NO
1332,,,,,,,,NO,MISSING,NO
1333,,,,,,,,NO,MISSING,NO
1334,,,,,,,,MISSING,MISSING,NO
1335,,,,,,,,NO,MISSING,NO
1336,,,,,,,,NO,MISSING,NO
1337,,,,,,,,MISSING,MISSING,NO
1338,,,,,,,,MISSING,MISSING,NO
1339,,,,,,,,MISSING,MISSING,NO
1340,,,,,,,,MISSING,MISSING,NO
1341,,,,,,,,NO,MISSING,NO
1342,,,,,,,,MISSING,MISSING,NO
1343,,,,,,,,YES,YES,YES
1344,,,,,,,,YES,YES,YES
1345,,,,,,,,YES,YES,YES
1346,,,,,,,,YES,YES,YES
1347,,,,,,,,YES,YES,YES
1348,,,,,,,,YES,YES,YES
1349,,,,,,,,YES,YES,YES
1350,,,,,,,,MISSING,MISSING,NO
1351,,,,,,,,MISSING,MISSING,NO
1352,,,,,,,,MISSING,MISSING,NO
1353,,,,,,,,MISSING,YES,YES
1354,,,,,,,,NO,MISSING,NO
1355,,,,,,,,YES,YES,YES
1356,,,,,,,,MISSING,MISSING,NO
1357,,,,,,,,YES,YES,YES
1358,,,,,,,,YES,YES,YES
1359,,,,,,,,MISSING,YES,YES
1360,,,,,,,,MISSING,YES,YES
1361,,,,,,,,NO,MISSING,NO
1362,,,,,,,,MISSING,MISSING,NO
1363,,,,,,,,MISSING,MISSING,NO
1364,,,,,,,,MISSING,MISSING,NO
1365,,,,,,,,MISSING,YES,YES
1366,,,,,,,,MISSING,YES,YES
1367,,,,,,,,MISSING,YES,YES
1368,,,,,,,,MISSING,YES,YES
1369,,,,,,,,NO,NO,NO
1370,,,,,,,,NO,NO,NO
1371,,,,,,,,NO,NO,NO
1372,,,,,,,,NO,NO,NO
1373,,,,,,,,MISSING,YES,YES
1374,,,,,,,,MISSING,YES,YES
1375,,,,,,,,MISSING,MISSING,NO
1376,,,,,,,,NO,NO,NO
1377,,,,,,,,NO,NO,NO
1378,,,,,,,,MISSING,YES,YES
1379,,,,,,,,MISSING,YES,YES
1380,,,,,,,,MISSING,YES,YES
1381,,,,,,,,MISSING,YES,YES
1382,,,,,,,,MISSING,YES,YES
1383,,,,,,,,MISSING,YES,YES
1384,,,,,,,,NO,MISSING,NO
1385,,,,,,,,YES,YES,YES
1386,,,,,,,,NO,MISSING,NO
1387,,,,,,,,MISSING,YES,YES
1388,,,,,,,,YES,YES,YES
1389,,,,,,,,YES,YES,YES
1390,,,,,,,,YES,YES,YES
1391,,,,,,,,YES,YES,YES
1392,,,,,,,,YES,YES,YES
1393,,,,,,,,YES,YES,YES
1394,,,,,,,,YES,YES,YES
1395,,,,,,,,YES,YES,YES
1396,,,,,,,,YES,YES,YES
1397,,,,,,,,YES,YES,YES
1398,,,,,,,,YES,YES,YES
1399,,,,,,,,YES,YES,YES
1400,,,,,,,,YES,YES,YES
1401,,,,,,,,YES,YES,YES
1402,,,,,,,,MISSING,YES,YES
1403,,,,,,,,MISSING,YES,YES
1404,,,,,,,,YES,YES,YES
1405,,,,,,,,YES,YES,YES
1406,,,,,,,,MISSING,YES,YES
1407,,,,,,,,NO,NO,NO
1408,,,,,,,,NO,NO,NO
1409,,,,,,,,YES,YES,YES
1410,,,,,,,,MISSING,MISSING,NO
1411,,,,,,,,NO,MISSING,NO
1412,,,,,,,,NO,MISSING,NO
1413,,,,,,,,YES,YES,YES
1414,,,,,,,,YES,YES,YES
1415,,,,,,,,YES,YES,YES
1416,,,,,,,,YES,YES,YES
1417,,,,,,,,YES,YES,YES
1418,,,,,,,,YES,YES,YES
1419,,,,,,,,YES,YES,YES
1420,,,,,,,,YES,YES,YES
