New CAS,New Deprecated CAS
329-65-7,"6912-68-1, 8059-19-6, 8060-13-7"
15623-45-7,
84449-90-1,
518048-05-0,
196597-26-9,
87333-19-5,126613-39-6
947687-13-0,
347396-82-1,
"82530-72-1, 66357-35-5",
N/A,
"95635-55-5, 142387-99-3",142387-99-3
90106-07-3,
465499-11-0,
N/A,
136236-51-6,
134774-45-1,352311-12-7
8063-17-0,
1803171-55-2,
313348-27-5,
"755037-03-7, 1019206-88-2",
132875-61-7,
N/A,
135062-02-1,
50-55-5,"1407-38-1, 141099-49-2, 8048-25-7, 873409-80-4, 909883-12-1, 911481-85-1, 141099-49-2, 8048-25-7"
241473-69-8,339087-64-8
"108-46-3, 26982-54-7",
102-29-4,
501-36-0,
224452-66-8,345632-67-9
133652-38-7,
150812-12-7,
"68-26-8, 11103-57-4","13123-33-6, 17104-91-5, 5979-23-7, 1341-18-0, 1406-67-3, 53637-36-8, 13123-33-6, 17104-91-5, 2820400-21-1, 5979-23-7, 13123-33-6, 5979-23-7"
"864750-70-9, 1211931-83-7",1211931-83-7
N/A,
N/A,
N/A,
N/A,
501-94-0,
36791-04-5,"437710-49-1, 66510-90-5"
N/A,
1211441-98-3,
83-88-5,"1093390-18-1, 130609-39-1, 535950-32-4, 890044-91-4, 130609-39-1, 535950-32-4, 890044-91-4"
"50-69-1, 10257-32-6, 10018-08-3","58-91-3, 6915-40-8, 93781-19-2, 6915-40-8, 93781-19-2, 10257-32-6; 613-83-2"
141-22-0,"17026-54-9, 2226968-94-9, 2408423-15-2, 25607-48-1, 45260-83-1, 8040-35-5, 17026-54-9, 45260-83-1, 8040-35-5"
N/A,
72559-06-9,
13292-46-1,845504-52-1
61379-65-5,"71950-35-1, 773848-08-1"
80621-81-4,88747-56-2
501081-76-1,
500287-72-9,
1744-22-5,
"13392-28-4, 117857-51-9",
49697-38-3,
625115-55-1,
105462-24-6,
106266-06-2,
26652-09-5,
155213-67-5,
174722-31-7,
366789-02-8,
123441-03-2,
"144034-80-0, 145202-66-0",
119302-91-9,
162011-90-7,186912-82-3
162401-32-3,
552292-08-7,
128517-07-7,
267639-76-9,847595-08-8
91374-21-9,
"84057-95-4, 98626-61-0",
"632-99-5, 58969-01-0","147299-78-3, 18634-80-5, 8053-09-6, 884244-75-1, 8053-09-6, 884244-75-1"
84696-47-9,
4159-77-7,"127695-05-0, 1347898-07-0, 1350609-16-3, 152-74-9, 1622289-14-8, 2684405-82-9, 518-38-7, 127695-05-0, 1347898-07-0, 1350609-16-3, 1622289-14-8, 2684405-82-9, 518-38-7, 127695-05-0, 1347898-07-0, 1350609-16-3, 152-74-9, 1622289-14-8, 518-38-7, 11121-48-5; 152-74-9"
122320-73-4,
3650-09-7,
"287714-41-4, 147098-20-2",1354641-86-3
"99755-59-6, 92206-54-7",113349-24-9
8031-67-2,
N/A,
N/A,
283173-50-2,
106308-44-5,
N/A,
N/A,
1417412-83-9,
N/A,
"153-18-4, 1340-08-5, 207671-50-9, 250249-75-3","115888-40-9, 1296849-98-3, 1416-01-9, 146525-66-8, 158560-09-9, 164535-43-7, 18449-50-8, 48197-72-4, 523994-24-3, 56764-99-9, 115888-40-9, 1296849-98-3, 146525-66-8, 158560-09-9, 164535-43-7, 18449-50-8, 48197-72-4, 523994-24-3, 56764-99-9"
"941678-49-5, 941685-37-6","1138325-12-8, 1160597-27-2"
"128-44-9, 81-07-2","126987-83-5, 474-91-9, 61255-27-4, 890126-34-8, 1792234-08-2, 38279-26-4"
N/A,
554-62-1,
85897-35-4,
149709-62-6,
133865-89-1,
"18559-94-9, 51022-70-9",35763-26-9
183990-46-7,
"9007-12-9, 47931-85-1, 135506-95-5",
"65-45-2, 121-30-2",
87-17-2,
"69-72-7, 8042-60-2","1186130-36-8, 7681-06-3, 8052-31-1, 1186130-36-8, 8052-31-1"
N/A,
N/A,
89365-50-4,
N/A,
552-94-3,2087491-28-7
N/A,
"84775-83-7, 977051-94-7",
122575-21-7,154427-83-5
122575-21-7,154427-83-5
N/A,
N/A,
"62989-33-7, 27070-47-9","129443-84-1, 27070-47-9, 79493-88-2, 27070-47-9"
127779-20-8,131176-13-1
1035654-66-0,
"83869-56-1, 123774-72-1",
1189541-98-7,
N/A,
N/A,
"361442-04-8, 945667-22-1",
85-83-6,"104270-03-3, 12000-52-1, 208266-18-6, 8023-29-8, 86702-99-0, 96510-86-0"
7432-28-2,
N/A,
N/A,
N/A,
N/A,
"51-34-3, 114-49-8","14797-94-5, 226562-00-1, 28901-63-5, 58670-87-4, 65319-33-7, 97991-84-9, 226562-00-1, 28901-63-5, 58670-87-4, 65319-33-7, 97991-84-9"
N/A,
N/A,N/A
N/A,
N/A,
N/A,
N/A,
1276027-63-4,
125-40-6,
3366-95-8,
76-73-3,29071-21-4
1393-25-5,9002-77-1
"1229022-83-6, 875356-43-7",875356-43-7
14611-51-9,172964-89-5
"7783-08-6, 14124-68-6","1177580-12-9, 141676-86-0, 2225846-52-4, 63090-47-1, 63090-47-1"
"7783-00-8, 14124-67-5","11140-60-6, 1408288-83-4, 2225846-51-3, 11140-60-6, 1408288-83-4, 2225846-51-3, 2771671-88-4, 1408288-83-4"
"7782-49-2, 7783-07-5","11125-23-8, 11133-88-3, 12640-29-8, 12640-30-1, 12641-96-2, 12733-65-2, 37256-19-2, 37258-85-8, 37276-15-6, 37368-02-8, 50954-17-1, 51882-60-1, 95788-45-7"
"1464-42-2, 3211-76-5, 2578-28-1",2578-28-1
"1187-56-0, 7246-06-2",
475086-01-2,
N/A,
910463-68-2,910463-93-3
"8013-11-4, 517-43-1, 81-27-6, 85085-71-8, 62211-03-4",
"8013-11-4, 81-27-6, 85085-71-8",26926-11-4
8049-97-6,
N/A,
"56-45-1, 302-84-1, 6898-95-9","154605-73-9, 6898-95-9"
86168-78-7,
50-67-9,
99592-32-2,
"79617-96-2, 79617-95-1",
N/A,
52757-95-6,"198342-66-4, 224313-14-8, 224313-14-8"
28523-86-6,
305838-77-1,
"119-53-9, 9000-72-0, 8050-35-9, 579-44-2",579-44-2
106650-56-0,
139755-83-2,
"7440-21-3, 12597-37-4, 90337-93-2","152284-21-4, 157383-37-4, 160371-18-6, 1616351-53-1, 17375-03-0, 71536-23-7, 72516-01-9, 72516-02-0, 72516-03-1, 90337-93-2, 152284-21-4, 157383-37-4, 160371-18-6, 17375-03-0, 71536-23-7, 72516-01-9, 72516-02-0, 72516-03-1"
"14464-46-1, 61790-53-2, 91053-39-3, 112945-52-5, 112926-00-8, 60676-86-0, 7631-86-9, 68855-54-9, 14639-89-5, 14808-60-7, 13778-37-5, 15468-32-3, 20243-18-9, 13778-38-6, 17679-64-0, 92283-58-4, 99439-28-8, 11126-22-0, 121375-93-7","1004994-79-9, 1006727-26-9, 1007355-41-0, 102381-58-8, 1065194-86-6, 107497-59-6, 108727-71-5, 11139-72-3, 11139-73-4, 113384-41-1, 1151767-34-8, 1206890-01-8, 12125-13-2, 122985-48-2, 125623-17-8, 1259281-12-3, 1262535-72-7, 126879-14-9, 126879-30-9, 126879-49-0, 12737-36-9, 12753-63-8, 12765-74-1, 127689-16-1, 12774-28-6, 127831-27-0, 1340-09-6, 1354383-62-2, 136303-13-4, 1364664-19-6, 1365618-91-2, 1367454-14-5, 136881-80-6, 137263-03-7, 1373553-98-0, 1377807-27-6, 1384115-98-3, 138860-82-9, 139074-73-0, 1396528-08-7, 1431704-97-0, 1431704-98-1, 1431705-01-9, 145537-54-8, 145686-91-5, 145808-77-1, 146585-72-0, 1474086-62-8, 149779-02-2, 150633-20-8, 152206-35-4, 152787-33-2, 155552-25-3, 155575-05-6, 1675960-65-2, 1678497-74-9, 171264-18-9, 172306-09-1, 173299-41-7, 173358-69-5, 179046-03-8, 1844839-43-5, 184654-53-3, 1848955-43-0, 185461-90-9, 188357-77-9, 191289-29-9, 1933499-98-9, 203526-86-7, 2067262-90-0, 206770-31-2, 207868-97-1, 2095803-93-1, 2098352-97-5, 2098352-98-6, 2098352-99-7, 2098354-30-2, 2135813-99-7, 2148930-88-3, 2170638-70-5, 2174974-17-3, 2174974-56-0, 217643-58-8, 2215023-93-9, 2215943-42-1, 2226478-11-9, 2300155-82-0, 231629-15-5, 2409669-48-1, 2412595-05-0, 2412795-58-3, 2413104-54-6, 2435623-01-9, 2454600-76-9, 247900-77-2, 250579-70-5, 250579-78-3, 264907-28-0, 2699030-77-6, 330152-64-2, 341028-71-5, 368432-40-0, 37220-24-9, 37241-25-1, 37334-65-9, 37340-45-7, 37380-93-1, 39336-66-8, 39372-58-2, 39409-25-1, 39443-40-8, 39456-81-0, 402735-49-3, 402828-37-9, 402828-39-1, 402828-40-4, 50813-13-3, 50926-93-7, 50935-83-6, 51542-57-5, 51542-58-6, 52350-43-3, 53468-64-7, 55599-33-2, 56645-27-3, 56731-06-7, 573986-27-3, 574743-92-3, 60572-11-4, 61673-46-9, 62655-73-6, 636575-18-3, 67167-16-2, 70536-23-1, 70536-61-7, 70563-35-8, 736175-62-5, 761458-29-1, 781662-69-9, 78207-17-7, 83589-56-4, 83652-92-0, 865611-44-5, 871110-01-9, 87501-59-5, 89493-21-0, 895163-77-6, 900794-70-9, 9049-77-8, 910556-60-4, 916674-46-9, 942129-91-1, 97343-62-9, 97709-14-3, 98226-40-5, 98253-25-9, 105269-70-3, 1317-48-2, 122304-48-7, 122304-49-8, 12425-26-2, 1317-79-9, 70594-95-5, 87347-84-0, 119573-97-6, 1355213-18-1, 1417404-62-6, 221007-06-3, 37224-34-3, 37224-35-4, 55126-05-1, 942229-17-6, 67256-35-3, 1004994-79-9, 1006727-26-9, 1007355-41-0, 102381-58-8, 1065194-86-6, 107497-59-6, 108727-71-5, 11139-72-3, 11139-73-4, 113384-41-1, 1151767-34-8, 1206890-01-8, 12125-13-2, 122985-48-2, 125623-17-8, 1259281-12-3, 1262535-72-7, 126879-14-9, 126879-30-9, 126879-49-0, 12737-36-9, 12753-63-8, 12765-74-1, 127689-16-1, 12774-28-6, 127831-27-0, 1340-09-6, 1354383-62-2, 136303-13-4, 1364664-19-6, 1365618-91-2, 1367454-14-5, 136881-80-6, 137263-03-7, 1373553-98-0, 1377807-27-6, 1384115-98-3, 138860-82-9, 139074-73-0, 1396528-08-7, 1431704-97-0, 1431704-98-1, 1431705-01-9, 145537-54-8, 145686-91-5, 145808-77-1, 146585-72-0, 1474086-62-8, 149779-02-2, 150633-20-8, 152206-35-4, 152787-33-2, 155552-25-3, 155575-05-6, 1675960-65-2, 1678497-74-9, 171264-18-9, 172306-09-1, 173299-41-7, 173358-69-5, 179046-03-8, 1819971-25-9, 1844839-43-5, 184654-53-3, 1848955-43-0, 185461-90-9, 188357-77-9, 191289-29-9, 1933499-98-9, 194944-70-2, 203526-86-7, 2067262-90-0, 206770-31-2, 207868-97-1, 2095803-93-1, 2098352-97-5, 2098352-98-6, 2098352-99-7, 2098354-30-2, 2135813-99-7, 2148930-88-3, 2170638-70-5, 2174974-17-3, 2174974-56-0, 2215023-93-9, 2215943-42-1, 2226478-11-9, 2300155-82-0, 2409669-48-1, 2412595-05-0, 2412795-58-3, 2413104-54-6, 2435623-01-9, 2454600-76-9, 2699030-77-6, 2756971-14-7, 2883522-94-7, 2940870-12-0, 2952810-94-3, 37220-24-9, 37241-25-1, 37334-65-9, 37340-45-7, 37380-93-1, 39336-66-8, 39372-58-2, 39409-25-1, 39443-40-8, 39456-81-0, 50813-13-3, 50926-93-7, 50935-83-6, 51542-57-5, 51542-58-6, 52350-43-3, 53468-64-7, 55599-33-2, 56645-27-3, 56731-06-7, 573986-27-3, 574743-92-3, 60572-11-4, 61673-46-9, 62655-73-6, 636575-18-3, 67167-16-2, 70536-23-1, 70536-61-7, 70563-35-8, 736175-62-5, 761458-29-1, 781662-69-9, 78207-17-7, 83589-56-4, 83652-92-0, 865611-44-5, 871110-01-9, 87501-59-5, 89493-21-0, 895163-77-6, 900794-70-9, 9049-77-8, 910556-60-4, 916674-46-9, 942129-91-1, 97343-62-9, 97709-14-3, 98226-40-5, 98253-25-9, 11139-66-5, 12623-98-2, 12750-99-1, 179530-11-1, 192230-56-1, 29847-98-1, 37264-95-2, 37328-66-8, 37337-67-0, 39421-62-0, 39455-02-2, 476646-87-4, 50814-24-9, 51109-72-9, 53571-43-0, 54511-18-1, 54990-61-3, 54990-62-4, 55839-10-6, 56748-40-4, 57126-63-3, 57692-84-9, 61970-41-0, 64060-29-3, 67016-73-3, 67417-47-4, 68368-75-2, 68445-07-8, 693252-59-4, 695179-75-0, 70225-81-9, 73158-38-0, 77108-41-9, 81988-94-5, 1004994-79-9, 1006727-26-9, 1007355-41-0, 107497-59-6, 108727-71-5, 11139-72-3, 11139-73-4, 113384-41-1, 1151767-34-8, 12125-13-2, 122985-48-2, 125623-17-8, 126879-14-9, 126879-30-9, 126879-49-0, 12737-36-9, 12753-63-8, 12765-74-1, 127689-16-1, 12774-28-6, 127831-27-0, 1340-09-6, 1354383-62-2, 136303-13-4, 1365618-91-2, 136881-80-6, 137263-03-7, 1373553-98-0, 1377807-27-6, 138860-82-9, 139074-73-0, 1396528-08-7, 145537-54-8, 145686-91-5, 145808-77-1, 146585-72-0, 149779-02-2, 150633-20-8, 152206-35-4, 152787-33-2, 155552-25-3, 155575-05-6, 171264-18-9, 172306-09-1, 173299-41-7, 179046-03-8, 184654-53-3, 185461-90-9, 188357-77-9, 191289-29-9, 203526-86-7, 206770-31-2, 207868-97-1, 217643-58-8, 231629-15-5, 247900-77-2, 250579-70-5, 250579-78-3, 264907-28-0, 330152-64-2, 341028-71-5, 368432-40-0, 37220-24-9, 37241-25-1, 37334-65-9, 37340-45-7, 37380-93-1, 39336-66-8, 39372-58-2, 39409-25-1, 39443-40-8, 39456-81-0, 402735-49-3, 402828-37-9, 402828-39-1, 402828-40-4, 50813-13-3, 50926-93-7, 50935-83-6, 51542-57-5, 51542-58-6, 52350-43-3, 53468-64-7, 55599-33-2, 56731-06-7, 573986-27-3, 574743-92-3, 60572-11-4, 61673-46-9, 62655-73-6, 636575-18-3, 67167-16-2, 70536-23-1, 70536-61-7, 70563-35-8, 761458-29-1, 781662-69-9, 78207-17-7, 83589-56-4, 83652-92-0, 865611-44-5, 871110-01-9, 87501-59-5, 89493-21-0, 895163-77-6, 900794-70-9, 9049-77-8, 910556-60-4, 916674-46-9, 942129-91-1, 97343-62-9, 97709-14-3, 98226-40-5, 98253-25-9, 63231-67-4; 14808-60-7"
160970-54-7,
541502-14-1,
"7440-22-4, 15046-91-0","1022160-64-0, 1082224-48-3, 1187830-15-4, 1217296-95-1, 12553-68-3, 1293966-06-9, 1293966-27-4, 1337956-09-8, 1452482-26-6, 1609015-11-3, 172826-34-5, 1809322-72-2, 1809322-78-8, 1967020-37-6, 2011739-69-6, 2043665-14-9, 2043949-53-5, 204594-09-2, 2089207-95-2, 2101985-27-5, 2101985-31-1, 2137508-80-4, 2138479-13-5, 2142602-15-9, 2174115-01-4, 2425564-37-8, 2435628-47-8, 2707397-87-1, 292043-18-6, 745795-74-8, 858524-72-8, 87354-45-8, 87370-84-1, 930796-09-1, 97328-41-1, 1022160-64-0, 1082224-48-3, 1187830-15-4, 1217296-95-1, 12553-68-3, 1293966-06-9, 1293966-27-4, 1337956-09-8, 1452482-26-6, 1609015-11-3, 172826-34-5, 1809322-72-2, 1809322-78-8, 1967020-37-6, 2011739-69-6, 2043665-14-9, 2043949-53-5, 204594-09-2, 2089207-95-2, 2101985-27-5, 2101985-31-1, 2137508-80-4, 2138479-13-5, 2142602-15-9, 2174115-01-4, 2425564-37-8, 2435628-47-8, 2707397-87-1, 2758440-73-0, 292043-18-6, 2989938-42-1, 745795-74-8, 858524-72-8, 87354-45-8, 87370-84-1, 930796-09-1, 97328-41-1, 1022160-64-0, 1082224-48-3, 1187830-15-4, 1293966-06-9, 1293966-27-4, 1337956-09-8, 172826-34-5, 204594-09-2, 745795-74-8, 87354-45-8, 87370-84-1, 97328-41-1"
"65666-07-1, 84604-20-6",
923604-59-5,
8050-81-5,
1219013-68-9,
79902-63-9,118607-03-7
25126-32-3,"25345-10-2, 89911-55-7, 9038-72-6, 91921-74-3"
188265-33-0,
917381-47-6,
53123-88-9,"1179372-35-0, 1189166-54-8, 1233221-34-5, 1353039-01-6, 1189166-54-8, 1233221-34-5, 1353039-01-6"
486460-32-6,
"69-72-7, 8042-60-2","1186130-36-8, 7681-06-3, 8052-31-1, 1186130-36-8, 8052-31-1"
N/A,
N/A,
N/A,
7440-23-5,"1061193-24-5, 184637-88-5, 213530-35-9, 351903-26-9, 1061193-24-5, 184637-88-5, 351903-26-9"
737-31-5,24360-64-3
502-85-2,
1190307-88-0,1421833-87-5
"67-63-0, 3958-66-5",8013-70-5
3380-34-5,"112099-35-1, 1155174-27-8, 164325-69-3, 261921-78-2, 88032-08-0"
N/A,
242478-37-1,
N/A,
1338578-34-9,
956697-53-3,1270169-93-1
284461-73-0,
"110-44-1, 22500-92-1, 91751-55-2","1197240-56-4, 91751-55-2, 1197240-56-4, 2747926-89-0, 91751-55-2, 22500-92-1, 91751-55-2"
6184-06-1,
12441-09-7,"1417403-40-7, 27838-83-1, 50975-62-7, 1417403-40-7, 50975-62-7"
1338-43-8,
"50-70-4, 98201-93-5","15060-73-8, 36134-87-9, 3959-53-3, 63800-20-4, 75398-79-7, 8013-15-8, 8014-89-9, 8036-93-9, 8042-39-5, 8045-74-7, 8046-05-7, 952319-42-5, 98201-93-5, 15060-73-8, 36134-87-9, 3959-53-3, 63800-20-4, 8013-15-8, 8014-89-9, 8036-93-9, 8042-39-5, 8045-74-7, 8046-05-7, 952319-42-5, 98201-93-5"
3930-20-9,27948-47-6
N/A,
8030-76-0,"112099-03-3, 117742-89-9, 160936-32-3, 2649116-23-2, 8038-96-8"
"110871-86-8, 111542-93-9",
N/A,
"21736-83-4, 1695-77-8, 22189-32-8",
84961-60-4,
168316-95-8,"251304-69-5, 937365-79-2"
52-01-7,"1050678-93-7, 1436392-20-9, 496916-40-6, 496916-40-6"
"112-80-1, 2027-47-6, 99148-48-8, 9000-69-5","1190712-11-8, 1190965-71-9, 1380514-02-2, 17156-84-2, 2252262-80-7, 56833-51-3, 8046-01-3, 949900-16-7, 861204-23-1, 1190712-11-8, 1190965-71-9, 1380514-02-2, 17156-84-2, 56833-51-3, 8046-01-3, 949900-16-7"
111-01-3,2101721-37-1
"111-02-4, 7683-64-9, 11051-27-7","94016-35-0, 21245-10-3"
N/A,N/A
2892-62-8,
"302-96-5, 10418-03-8","17966-55-1, 302-96-5, 69353-49-7, 875293-72-4, 302-96-5"
9005-25-8,"1152489-70-7, 118550-61-1, 1309960-29-9, 131800-97-0, 1374255-25-0, 152987-55-8, 154636-77-8, 2075820-73-2, 2247144-19-8, 2416312-53-1, 42616-76-2, 53112-52-0, 53262-79-6, 60496-95-9, 67674-80-0, 730985-55-4, 730985-56-5, 730985-57-6, 75138-75-9, 75398-82-2, 85746-25-4, 9057-05-0, 939768-85-1, 955949-61-8"
3056-17-5,132425-31-1
"57-11-4, 30399-84-9","1245726-94-6, 134503-33-6, 1429745-84-5, 197923-10-7, 294203-07-9, 294203-15-9, 39390-61-9, 58392-66-8, 8013-28-3, 8023-06-1, 8037-40-9, 8037-83-0, 8039-51-8, 8039-52-9, 8039-53-0, 8039-54-1, 82497-27-6, 126539-56-8, 135152-99-7, 2326514-79-6, 57485-56-0, 85404-83-7, 1245726-94-6, 197923-10-7, 294203-07-9, 294203-15-9, 39390-61-9, 58392-66-8, 8013-28-3, 8023-06-1, 8037-40-9, 8037-83-0, 8039-51-8, 8039-52-9, 8039-53-0, 8039-54-1, 82497-27-6"
555-43-1,"160170-82-1, 41755-77-5, 606967-51-5, 160170-82-1, 41755-77-5"
N/A,
N/A,
"9000-36-6, 91671-85-1","794527-37-0, 9010-26-8"
"58543-16-1, 92332-31-5","60129-62-6, 64859-60-5, 65455-42-7"
57817-89-7,
"83-48-7, 4736-55-4",
34552-83-5,
N/A,
"9002-01-1, 1219214-76-2",
"57-92-1, 3810-74-0","12672-24-1, 47814-83-5, 47816-81-9, 82958-69-8, 364062-67-9, 47814-83-5, 47816-81-9"
4480-58-4,
"18883-66-4, 66395-18-4","11006-80-7, 132769-73-4, 37793-00-3, 72521-89-2"
7440-24-6,
N/A,
N/A,
N/A,
304-55-2,
110-15-6,"2087491-34-5, 623158-99-6"
54182-58-0,
56038-13-2,
N/A,
"57-50-1, 92004-84-7","100405-08-1, 104242-10-6, 1159795-78-4, 1192061-43-0, 12040-73-2, 1206156-82-2, 131932-12-2, 146054-35-5, 146187-04-4, 1481578-88-4, 151756-02-4, 1566560-95-9, 2169316-40-7, 220376-22-7, 29253-78-9, 29764-06-5, 30027-72-6, 47167-52-2, 47185-09-1, 47257-91-0, 50857-68-6, 51909-69-4, 635681-90-2, 64533-66-0, 65545-99-5, 75398-84-4, 76056-38-7, 78654-77-0, 786702-63-4, 80165-03-3, 8027-47-2, 8030-20-4, 85456-51-5, 86101-30-6, 87430-66-8, 880257-62-5, 92004-84-7, 100405-08-1, 104242-10-6, 1159795-78-4, 12040-73-2, 1206156-82-2, 131932-12-2, 146054-35-5, 146187-04-4, 151756-02-4, 220376-22-7, 29253-78-9, 29764-06-5, 30027-72-6, 47167-52-2, 47185-09-1, 47257-91-0, 50857-68-6, 51909-69-4, 635681-90-2, 64533-66-0, 65545-99-5, 75398-84-4, 76056-38-7, 78654-77-0, 786702-63-4, 80165-03-3, 8027-47-2, 8030-20-4, 85456-51-5, 86101-30-6, 87430-66-8, 880257-62-5, 92004-84-7"
56030-54-7,
343306-71-8,
68373-14-8,
61318-90-9,
127-71-9,
144-80-9,
68-35-9,141582-64-1
2447-57-6,
127-69-5,207522-06-3
144-82-1,
"723-46-6, 144930-01-8, 144993-89-5",129378-89-8
63-74-1,"102489-34-9, 12765-80-9, 1337-36-6, 1337-39-9, 24706-25-0"
144-83-2,
599-79-1,
72-14-0,"158269-46-6, 6052-33-1, 859037-27-7, 158269-46-6, 6052-33-1"
57-96-5,
"7134-11-4, 1321-14-8",
"7704-34-9, 56996-94-2, 9035-99-8, 10544-50-0","1251749-91-3, 12673-82-4, 12684-31-0, 12767-24-7, 1819329-88-8, 56449-52-6, 56591-09-4, 56645-30-8, 57035-13-9, 63705-05-5, 7782-45-8, 8050-82-6, 81032-32-8, 97124-07-7, 12684-31-0, 12767-24-7, 56449-52-6, 56591-09-4, 56645-30-8, 57035-13-9, 63705-05-5, 7782-45-8, 8050-82-6, 81032-32-8, 97124-07-7, 7704-34-9"
"7664-93-9, 12772-98-4, 14808-79-8","119540-51-1, 127529-01-5, 140623-70-7, 119540-51-1, 127529-01-5, 140623-70-7, 1973539-23-9"
2551-62-4,"29267-82-1, 36575-03-8, 59109-69-2, 29267-82-1, 36575-03-8"
"38194-50-2, 32004-68-5",49627-22-7
"68238-36-8, 748080-29-7",
N/A,
103628-46-2,
557795-19-4,326914-13-0
N/A,N/A
N/A,N/A
40828-46-4,
1339940-90-7,
1030377-33-3,
"306-40-1, 71-27-2",
N/A,
1332-37-2,"1198473-26-5, 1701487-83-3, 1820799-17-4, 2038179-84-7, 2114385-10-1, 2242797-76-6, 8075-66-9"
2016-63-9,
N/A,
"321-64-2, 206658-92-6",
"104987-11-3, 109581-93-3",
171596-29-5,
106635-80-7,
209860-87-7,
2055491-00-2,
"1207456-01-6, 1207454-56-5, 1373431-65-2",
"308076-02-0, 14807-96-6","110540-41-5, 11119-41-8, 1170673-66-1, 12420-12-1, 1308319-75-6, 1385633-70-4, 184973-42-0, 2403462-24-6, 2640599-87-5, 37232-12-5, 8043-56-9, 99638-63-8"
"37228-64-1, 1005808-93-4",
1187560-31-1,
10540-29-1,
106133-20-4,
N/A,
"1401-55-4, 5424-20-4","1041198-33-7, 1041198-44-0, 2322285-95-8, 61790-06-5, 67167-65-1, 73891-88-0, 93615-37-3, 1201816-48-9, 88196-66-1"
N/A,
175591-23-8,
N/A,
N/A,
"133-37-9, 868-14-4, 147-71-7, 526-83-0","138508-61-9, 35-04-1, 6381-58-4"
"1934-21-0, 12225-21-7","117209-34-4, 12000-64-5, 1342-47-8, 1342-53-6, 134240-82-7, 139601-06-2, 154881-98-8, 183808-13-1, 191807-79-1, 389057-90-3, 469888-21-9, 50809-64-8, 642-62-6, 84842-94-4, 12227-69-9, 1342-48-9, 15790-06-4, 1809562-13-7, 53026-63-4"
609799-22-6,209255-28-7
107-35-7,"1365481-05-5, 1629855-90-8, 2087491-53-8, 91105-79-2"
"81-24-3, 345909-26-4","113341-22-3, 54366-16-4, 83830-80-2"
174671-46-6,
118292-40-3,
"89786-04-9, 89785-84-2",
"532-27-4, 8007-12-3",
N/A,
N/A,
856866-72-3,
197922-42-2,287714-30-1
145158-71-0,1044642-88-7
402957-28-2,569364-34-7
372151-71-8,
3424-98-4,
191114-48-4,173838-31-8
122946-43-4,
144701-48-4,
1137608-69-5,
846-50-4,
85622-93-1,
N/A,
162635-04-3,"1034922-90-1, 343261-52-9"
191588-94-0,
29767-20-2,"23362-13-2, 31514-29-1, 35317-44-3"
"379270-37-8, 383365-04-6",377091-31-1
"201341-05-1, 202138-50-9",
63590-64-7,
91161-71-6,
23031-25-6,46719-29-3
67915-31-5,85058-79-3
50679-08-8,
"163451-81-8, 108605-62-5",210165-52-9
52232-67-4,"267417-73-2, 289470-84-4, 54651-28-4, 64428-48-4, 70212-84-9"
N/A,
"2451-01-6, 8006-39-1",
218949-48-5,"775305-79-8, 804475-66-9"
968-93-4,
58-22-0,1050678-68-6
N/A,
"718635-93-9, 58-46-8, 1392826-25-3","2104-79-2, 39630-28-9"
94-24-6,
16960-16-0,"17008-05-8, 35-33-6, 37341-02-9, 52051-40-8"
60-54-8,"6591-49-7, 1172112-85-4, 6591-49-7, 929020-51-9"
N/A,
9005-27-0,"115252-32-9, 1415795-12-8, 204144-00-3, 39363-84-3, 39363-85-4, 62253-20-7, 73666-73-6, 87140-13-4, 9057-07-2, 936087-55-7, 936087-60-4"
"66-40-0, 1185-59-7",
"84-22-0, 67731-53-7",67731-52-6
N/A,
1152311-62-0,
"50-35-1, 841-67-8, 2614-06-4","14088-68-7, 731-40-8"
3081-61-6,
N/A,
N/A,
83-67-0,
"58-55-9, 5967-84-0","1024160-72-2, 111079-49-3, 46157-00-0, 56645-32-0, 75448-53-2, 111079-49-3, 46157-00-0, 75448-53-2"
60-56-0,"4708-61-6, 85916-84-3, 85916-84-3"
"70-16-6, 59-43-8, 67-03-8","100660-17-1, 115461-66-0, 55463-15-5, 57777-32-9, 100660-17-1, 115461-66-0, 57777-32-9"
"1420-55-9, 1179-69-7",
"1077-28-7, 1200-22-2, 62-46-4","27779-68-6, 62-46-4, 27779-68-6"
54-64-8,"11004-81-2, 113170-85-7, 130995-49-2, 2141-27-7, 23065-35-2, 25948-50-9, 362653-08-5, 77536-61-9, 8030-32-8, 8030-33-9, 878791-13-0, 11004-81-2, 113170-85-7, 130995-49-2, 2141-27-7, 23065-35-2, 362653-08-5, 77536-61-9, 8030-32-8, 8030-33-9, 878791-13-0"
"76-75-5, 71-73-8",59709-53-4
50-52-2,57129-06-3
52-24-4,"1631739-26-8, 639-23-6, 85177-92-0, 1631739-26-8, 85177-92-0"
91-85-0,
"80-68-2, 72-19-5, 7013-32-3","1043597-96-1, 13095-55-1, 1370710-06-7, 154605-64-8, 154605-68-2, 1644578-86-8, 25275-17-6, 36676-50-3, 1187422-62-3, 31138-27-9, 5090-44-8, 1043597-96-1, 13095-55-1, 1370710-06-7, 154605-64-8, 154605-68-2, 1644578-86-8, 25275-17-6, 7004-04-8"
"108-95-2, 27073-41-2, 73607-76-8, 2122-46-5","14534-23-7, 50356-25-7, 8002-07-1, 14534-23-7, 8002-07-1"
